ALEpointcodeOLD	ALEpointcodeNEW	LanguageGroup	Language	PlaceName	Latitude	Longitude	PlaceNameALEnew	PlaceNameBasetable	PlaceNameALEOld	LatitudeALEOld	LongitudeALEOld	GeonamesURL
08.0.080	FRR080	Romance	Gallo-Roman	Les Voivres	48.0314	6.2957	Les Voivres	Les_Voivres	LES VOIVRES	48.1667	6.0000	http://www.geonames.org/6456619/les-voivres.html
08.0.081	FRR081	Romance	Gallo-Roman	Champ-le-Duc	48.1942	6.7192	Champ-le-Duc	Champ-le-Duc	CHAMP-LE-DUC	48.1667	6.6667	http://www.geonames.org/6451805/champ-le-duc.html
08.0.082	FRR082	Romance	Gallo-Roman	Plumelec	47.8377	-2.6394	Plumelec	Plumelec	PLUMELEC	47.8333	-2.3333	http://www.geonames.org/2986611/plumelec.html
08.0.083	FRR083	Romance	Gallo-Roman	Messac	47.8248	-1.8079	Messac	Messac	MESSAC	47.8333	-1.6667	http://www.geonames.org/6432752/messac.html
08.0.084	FRR084	Romance	Gallo-Roman	Congrier	47.8090	-1.1164	Conquier	Conquier	CONQUIER	47.8333	-1.0000	http://www.geonames.org/3023907/congrier.html
08.0.085	FRR085	Romance	Gallo-Roman	Villaines-sous-Malicorne	47.7628	-0.1010	Villaines-sous-Malicorne	Villaines-sous-Malicorne	VILLAINES-SOUS-MALICORNE	47.8333	-0.3333	http://www.geonames.org/6442775/villaines-sous-malicorne.html
08.0.086	FRR086	Romance	Gallo-Roman	Saint-Pierre-du-Lorouër	47.8057	0.5215	St. Pierre-du-Loronët	St._Pierre-du-Loronët	S. PIERRE-DU-LORONET	47.8333	0.3333	http://www.geonames.org/6442722/saint-pierre-du-lorouer.html
08.0.087	FRR087	Romance	Gallo-Roman	St. Ouen	47.8097	1.0818	St. Ouen	St._Ouen	S. OUEN	47.8333	1.0000	http://www.geonames.org/6454134/saint-ouen.html
08.0.088	FRR088	Romance	Gallo-Roman	Saint-Ay	47.8666	1.7506	Saint-Ay	St._Ay	S. AY	47.8333	1.6667	http://www.geonames.org/2981488/saint-ay.html
08.0.089	FRR089	Romance	Gallo-Roman	Poilly	47.6766	2.5943	Poilly	Poilly	POILLY	47.8333	2.3333	http://www.geonames.org/2986546/poilly-lez-gien.html
08.0.090	FRR090	Romance	Gallo-Roman	La Celle-St. Cyr	47.9744	3.2887	La Celle-St. Cyr	La_Celle-St._Cyr	LA CELLE-S.CYR	47.8333	3.0000	http://www.geonames.org/3010528/la-celle-saint-cyr.html
08.0.091	FRR091	Romance	Gallo-Roman	Maligny	47.8694	3.7643	Maligny	Maligny	MALIGNY	47.8333	3.6667	http://www.geonames.org/2996415/maligny.html
08.0.092	FRR092	Romance	Gallo-Roman	Crusy-le-Châtel	47.8564	4.2124	Crusy-le-Châtel	Crusy-le-Châtel	CRUSY-LE-CHATEL	47.8333	4.3333	http://www.geonames.org/3022204/cruzy-le-chatel.html
08.0.093	FRR093	Romance	Gallo-Roman	Cour-L'Evêque	47.9658	4.9768	Cour-L'Evêque	Cour-L'Evêque	COUR-L'EVEQUE	47.8333	5.0000	http://www.geonames.org/6614685/cour-l-eveque.html
08.0.094	FRR094	Romance	Gallo-Roman	Coiffy-le-Haut	47.9067	5.6969	Coiffy-le-Haut	Coiffy-le-Haut	COIFFY-LE-HAUT	47.8333	5.6667	http://www.geonames.org/6436140/coiffy-le-haut.html
08.0.095	FRR095	Romance	Gallo-Roman	Conflans-sur-Lanterne	47.8151	6.2086	Conflans-sur-Lanterne	Conflans-sur-Lanterne	CONFLANS-SUR-LANTERNE	47.8333	6.3333	http://www.geonames.org/6617476/conflans-sur-lanterne.html
08.0.096	FRR096	Romance	Gallo-Roman	Rouge Goutte	47.7321	6.8513	Rouge Goutte	Rouge_Goutte	ROUGE GOUTTE	47.6667	7.0000	http://www.geonames.org/6451932/rougegoutte.html
08.0.097	FRR097	Romance	Gallo-Roman	Besné	47.3966	-2.0923	Besné	Besné	BESNE	47.5000	-2.0000	http://www.geonames.org/6449071/besne.html
08.0.098	FRR098	Romance	Gallo-Roman	Issé	47.6235	-1.4509	Issé	Issé	ISSE	47.5000	-1.3333	http://www.geonames.org/6449106/isse.html
08.0.099	FRR099	Romance	Gallo-Roman	Avrillé	47.5053	-0.5906	Avrillé	Avrillé	AVRILLE	47.5000	-0.6667	http://www.geonames.org/6458642/avrille.html
08.0.100	FRR100	Romance	Gallo-Roman	Bocé	47.5054	-0.0828	Bocé	Bocé	BOCE	47.5000	0.0000	http://www.geonames.org/3032173/boce.html
08.0.101	FRR101	Romance	Gallo-Roman	St. Antoine du Rocher	47.4896	0.6296	St. Antoine du Rocher	St._Antoine_du_Rocher	S. ANTOINE DU ROCHER	47.5000	0.6667	http://www.geonames.org/6433098/saint-antoine-du-rocher.html
08.0.102	FRR102	Romance	Gallo-Roman	Suèvres	47.6672	1.4606	Suèvres	Suèvres	SUEVRES	47.5000	1.3333	http://www.geonames.org/6434139/suevres.html
08.0.103	FRR103	Romance	Gallo-Roman	Nouan-le-Fuzelier	47.5365	2.0383	Nouan-le-Fuzelier	Nouan-le-Fuzelier	NOUAN-LE-FUZELIER	47.5000	2.0000	http://www.geonames.org/6434072/nouan-le-fuzelier.html
08.0.104	FRR104	Romance	Gallo-Roman	Cernoy-en-Berry	47.5384	2.6588	Cernoy-en-Berry	Cernoy-en-Berry	CERNOY-EN-BERRY	47.5000	2.6667	http://www.geonames.org/6449166/cernoy-en-berry.html
08.0.105	FRR105	Romance	Gallo-Roman	Oudan	47.3466	3.3493	Oudan	Oudan	OUDAN	47.5000	3.3333	http://www.geonames.org/2989063/oudan.html
08.0.106	FRR106	Romance	Gallo-Roman	Magny	47.4825	3.9776	Magny	Magny	MAGNY	47.5000	4.0000	http://www.geonames.org/2996775/magny.html
08.0.107	FRR107	Romance	Gallo-Roman	Gissey-sous-Flavigny	47.5128	4.5899	Gissey-sous-Flavigny	Gissey-sous-Flavigny	GISSEY-SOUS-FLAVIGNY	47.5000	4.6667	http://www.geonames.org/3015922/gissey-sous-flavigny.html
08.0.108	FRR108	Romance	Gallo-Roman	Champlitte	47.6167	5.5132	Champlitte	Champlitte	CHAMPLITTE	47.5000	5.3333	http://www.geonames.org/6617472/champlitte.html
08.0.109	FRR109	Romance	Gallo-Roman	Fresne-Saint-Mamès	47.5488	5.8600	Fresnes-s.-Mamès	Fresnes-s.-Mamès	FRESNES-S.-MAMES	47.5000	6.0000	http://www.geonames.org/6441953/fresne-saint-mames.html
08.0.110	FRR110	Romance	Gallo-Roman	Villers-la-Ville	47.5477	6.4636	Villers-la-Ville	Villers-la-Ville	VILLERS-LA-VILLE	47.5000	6.6667	http://www.geonames.org/6442166/villers-la-ville.html
08.0.111	FRR111	Romance	Gallo-Roman	Chémèré	47.1222	-1.9151	Chémèré	Chémèré	CHEMERE	47.1667	-2.0000	http://www.geonames.org/6614150/chemere.html
08.0.112	FRR112	Romance	Gallo-Roman	Gorges	47.1018	-1.3039	Gorges	Gorges	GORGES	47.1667	-1.3333	http://www.geonames.org/6449099/gorges.html
08.0.113	FRR113	Romance	Gallo-Roman	Chemillé	47.2101	-0.7274	Chemillé	Chemillé	CHEMILLE	47.1667	-0.6667	http://www.geonames.org/6455148/chemille-melay.html
08.0.114	FRR114	Romance	Gallo-Roman	St. Nicolas-de-Bourgueil	47.2849	0.1253	St. Nicolas-de-Bourgueil	St._Nicolas-de-Bourgueil	S. NICOLAS-DE-BOURGUEIL	47.1667	0.0000	http://www.geonames.org/6433119/saint-nicolas-de-bourgueil.html
08.0.115	FRR115	Romance	Gallo-Roman	Marcé-sur-Esves	47.0301	0.6531	Marée-dur-Esves	Marée-dur-Esves	MAREE-SUR-ESVES	47.1667	0.6667	http://www.geonames.org/2996040/marce-sur-esves.html
08.0.116	FRR116	Romance	Gallo-Roman	La Vernelle	47.2480	1.5420	La Vernelle	La_Vernelle	LA VERNELLE	47.1667	1.3333	http://www.geonames.org/3005659/la-vernelle.html
08.0.117	FRR117	Romance	Gallo-Roman	Berry-Bouy	47.1110	2.2897	Berry-Bouy	Berry-Bouy	BERRY-BOUY	47.1667	2.0000	http://www.geonames.org/6447434/berry-bouy.html
08.0.118	FRR118	Romance	Gallo-Roman	Azy	47.1831	2.7078	Azy	Azy	AZY	47.1667	2.6667	http://www.geonames.org/6447428/azy.html
08.0.119	FRR119	Romance	Gallo-Roman	Parigny-les-Vaux	47.0921	3.1473	Parigny-les-Vaux	Parigny-les-Vaux	PARIGNY-LES-VAUX	47.1667	3.3333	http://www.geonames.org/6438046/parigny-les-vaux.html
08.0.120	FRR120	Romance	Gallo-Roman	St. Martin-de-la-Mer	47.2377	4.2335	St. Martin-de-la-Mer	St._Martin-de-la-Mer	S. MARTIN-DE-LA-MER	47.1667	4.0000	http://www.geonames.org/2978380/saint-martin-de-la-mer.html
08.0.121	FRR121	Romance	Gallo-Roman	Morey	46.8013	4.6001	Morey	Morey	MOREY	47.1667	4.6667	http://www.geonames.org/6454625/morey.html
08.0.122	FRR122	Romance	Gallo-Roman	Amange	47.1632	5.5644	Amange	Amange	AMANGE	47.1667	5.3333	http://www.geonames.org/3037970/amange.html
08.0.123	FRR123	Romance	Gallo-Roman	Bouclans	47.2501	6.2372	Bouclans	Bouclans	BOUCLANS	47.1667	6.0000	http://www.geonames.org/6447852/bouclans.html
08.0.124	FRR124	Romance	Gallo-Roman	Avoudrey	47.1339	6.4356	Avoudrey	Avondrey	AVONDREY	47.1667	6.6667	http://www.geonames.org/6447826/avoudrey.html
08.0.125	FRR125	Romance	Gallo-Roman	Givrand	46.6713	-1.8838	Givrand	Givrand	GIVRAND	46.8333	-1.6667	http://www.geonames.org/6445128/givrand.html
08.0.126	FRR126	Romance	Gallo-Roman	La Verrie	46.9625	-0.9969	La Verrie	La_Verrie	LA VERRIE	46.8333	-1.0000	http://www.geonames.org/3005640/la-verrie.html
08.0.127	FRR127	Romance	Gallo-Roman	Oroux	46.6922	-0.0895	Oroux	Oroux	OROUX	46.8333	-0.3333	http://www.geonames.org/6444165/oroux.html
08.0.128	FRR128	Romance	Gallo-Roman	Dissay	46.7003	0.4307	Dissay	Dissay	DISSAY	46.8333	0.3333	http://www.geonames.org/6451683/dissay.html
08.0.129	FRR129	Romance	Gallo-Roman	St. Genou	46.9305	1.3387	St. Genou	St._Genou	S. GENOU	46.8333	1.0000	http://www.geonames.org/6432974/saint-genou.html
08.0.130	FRR130	Romance	Gallo-Roman	Neuvy-Pailloux	46.8864	1.8589	Neuvy-Pailloux	Neuvy-Pailloux	NEUVY-PAILLOUX	46.8333	1.6667	http://www.geonames.org/6432930/neuvy-pailloux.html
08.0.131	FRR131	Romance	Gallo-Roman	Bruère	46.7678	2.4312	Bruère	Bruère	BRUERE	46.8333	2.3333	http://www.geonames.org/6447443/bruere-allichamps.html
08.0.132	FRR132	Romance	Gallo-Roman	Marcigny	46.7871	3.0973	Marcigny	Marcigny	MARCIGNY	46.8333	3.0000	http://www.geonames.org/2995982/marcigny.html
08.0.133	FRR133	Romance	Gallo-Roman	Luzy	46.7891	3.9699	Luzy	Luzy	LUZY	46.8333	3.6667	http://www.geonames.org/6438005/luzy.html
08.0.134	FRR134	Romance	Gallo-Roman	Mesvres	46.8623	4.2407	Mesvres	Mesvres	MESVRES	46.8333	4.3333	http://www.geonames.org/6442320/mesvres.html
08.0.135	FRR135	Romance	Gallo-Roman	Thurey	46.7429	5.1213	Thurey	Thurey	THUREY	46.8333	5.0000	http://www.geonames.org/2972646/thurey.html
08.0.136	FRR136	Romance	Gallo-Roman	Montain	46.7205	5.5797	Montain	Montain	MONTAIN	46.8333	5.6667	http://www.geonames.org/6433647/montain.html
08.0.137	FRR137	Romance	Gallo-Roman	La Rivière	46.8681	6.2178	La Rivière	La_Rivière	LA RIVIERE	46.8333	6.3333	http://www.geonames.org/3006888/la-riviere-drugeon.html
08.0.138	FRR138	Romance	Gallo-Roman	Talmont-Saint-Hilaire	46.4664	-1.6187	Talmont	Talmont	TALMONT	46.5000	-1.3333	http://www.geonames.org/6617859/talmont-saint-hilaire.html
08.0.139	FRR139	Romance	Gallo-Roman	Charzais	46.4694	-0.7739	Charzais	Charzeis	CHARZAIS	46.5000	-0.6667	http://www.geonames.org/3026446/charzais.html
08.0.140	FRR140	Romance	Gallo-Roman	Pamproux	46.3959	-0.0556	Pamproux	Pamproux	PAMPROUX	46.5000	0.0000	http://www.geonames.org/6444169/pamproux.html
08.0.141	FRR141	Romance	Gallo-Roman	Sillars	46.4196	0.7683	Sillards	Sillards	SILLARDS	46.5000	0.6667	http://www.geonames.org/6445371/sillars.html
08.0.142	FRR142	Romance	Gallo-Roman	Chaillac	46.4348	1.2974	Chaillac	Chaillac	CHAILLAC	46.5000	1.3333	http://www.geonames.org/6448586/chaillac.html
08.0.143	FRR143	Romance	Gallo-Roman	Culan	46.5468	2.3502	Culan	Culan	CULAN	46.5000	2.0000	http://www.geonames.org/6447472/culan.html
08.0.144	FRR144	Romance	Gallo-Roman	Désertines	46.3548	2.6182	Désertines	Désertines	DESERTINES	46.5000	2.6667	http://www.geonames.org/6446574/desertines.html
08.0.145	FRR145	Romance	Gallo-Roman	Souvigny	46.5339	3.1920	Souvigny	Souvigny	SOUVIGNY	46.5000	3.3333	http://www.geonames.org/2973897/souvigny.html
08.0.146	FRR146	Romance	Gallo-Roman	Chassy	46.5870	4.1142	Chassy	Chassy	CHASSY	46.5000	4.0000	http://www.geonames.org/6617517/chassy.html
08.0.147	FRR147	Romance	Gallo-Roman	Préty	46.5429	4.9407	Préty	Préty	PRETY	46.5000	4.6667	http://www.geonames.org/2985368/prety.html
08.0.148	FRR148	Romance	Gallo-Roman	St. Amour	46.4363	5.3453	St. Amour	St._Amour	S. AMOUR	46.5000	5.3333	http://www.geonames.org/2981805/saint-amour.html
08.0.149	FRR149	Romance	Franco-Provençal	Morbier	46.5367	6.0146	Morbier	Morbier	MORBIER	46.5000	6.0000	http://www.geonames.org/2991880/morbier.html
08.0.150	FRR150	Romance	Gallo-Roman	Sainte-Marie-de-Ré	46.1524	-1.3128	Ste. Marie	Ste._Marie	S. MARIE	46.1667	-1.3333	http://www.geonames.org/2980429/sainte-marie-de-re.html
08.0.151	FRR151	Romance	Gallo-Roman	Clavette	46.1392	-1.0276	Clavette	Clavette	CLAVETTE	46.1667	-1.0000	http://www.geonames.org/6427920/clavette.html
08.0.152	FRR152	Romance	Gallo-Roman	Prissé-la-Charrière	46.1519	-0.4848	Prissé	Prissé	PRISSE	46.1667	-0.3333	http://www.geonames.org/3010184/la-charriere.html
08.0.153	FRR153	Romance	Gallo-Roman	Blanzay	46.2015	0.2548	Blanzay	Blanzay	BLANZAY	46.1667	0.3333	http://www.geonames.org/6455307/blanzay.html
08.0.154	FRR154	Romance	Gallo-Roman	Châteauponsac	46.1342	1.2765	Château-Ponsac	Château-Ponsac	CHATEAU-PONSAC	46.1667	1.0000	http://www.geonames.org/6451708/chateauponsac.html
08.0.155	FRR155	Romance	Gallo-Roman	Dun-le-Pallestel	46.3048	1.6643	Dun-le-Palleteau	Dun-le-Palleteau	DUN-LE-PALLETEAU	46.1667	1.6667	http://www.geonames.org/6447728/dun-le-palestel.html
08.0.156	FRR156	Romance	Gallo-Roman	Auzances	46.0251	2.5007	Auzances	Auzances	AUZANCES	46.1667	2.3333	http://www.geonames.org/6447686/auzances.html
08.0.157	FRR157	Romance	Gallo-Roman	Chantelle	46.2388	3.1516	Chantelle	Chantelle	CHANTELLE	46.1667	3.0000	http://www.geonames.org/6454907/chantelle.html
08.0.158	FRR158	Romance	Gallo-Roman	Ambierle	46.1042	3.8957	Ambierle	Ambierle	AMBRIERLE	46.1667	3.6667	http://www.geonames.org/6452313/ambierle.html
08.0.159	FRR159	Romance	Gallo-Roman	Cours-la-Ville	46.0992	4.3216	Cours	Cours	COURS	46.1667	4.3333	http://www.geonames.org/6614554/cours-la-ville.html
08.0.160	FRR160	Romance	Gallo-Roman	Replonges	46.3094	4.8826	Replonges	Replonges	REPLONGES	46.1667	5.0000	http://www.geonames.org/2983942/replonges.html
08.0.161	FRR161	Romance	Franco-Provençal	Brion	46.1727	5.5531	Brion	Brion	BRION	46.1667	5.6667	http://www.geonames.org/2978302/saint-martin-du-frene.html
08.0.162	FRR162	Romance	Franco-Provençal	St. Pierre de Rumilly	46.0594	6.3678	St. Pierre de Rumilly	St._Pierre_de_Rumilly	S. PIERRE DE RUMILLY	46.1667	6.3333	http://www.geonames.org/6617613/saint-pierre-en-faucigny.html
08.0.163	FRR163	Romance	Franco-Provençal	Sixt-Fer-à-Cheval	46.0548	6.7756	Sixt	Sixt	SIXT	46.1667	6.8333	http://www.geonames.org/6617617/sixt-fer-a-cheval.html
08.0.164	FRR164	Romance	Gallo-Roman	La Cotinière	45.9164	-1.3306	La Cotinière	La_Corinière	LA COTINIERE	45.8333	-1.3333	http://www.geonames.org/3009878/la-cotiniere.html
08.0.165	FRR165	Romance	Gallo-Roman	Cabariot	45.9252	-0.8567	Cabariot	Cabariot	CABARIOT	45.8333	-1.0000	http://www.geonames.org/6447406/cabariot.html
08.0.166	FRR166	Romance	Gallo-Roman	Varaize	45.9224	-0.4245	Varaize	Varaize	VARAIZE	45.8333	-0.3333	http://www.geonames.org/2970742/varaize.html
08.0.167	FRR167	Romance	Gallo-Roman	Saint Groux	45.8973	0.1671	St. Grouse	St._Grouse	S. GROUSE	45.8333	0.3333	http://www.geonames.org/2979614/saint-groux.html
08.0.168	FRR168	Romance	Gallo-Roman	Limoges	45.8336	1.2611	Limoges	Limoges	LIMOGES	45.8333	1.0000	http://www.geonames.org/6451740/limoges.html
08.0.169	FRR169	Romance	Gallo-Roman	Eymoutiers	45.7387	1.7422	Eymoutiers	Eymoutiers	EYMOUTIERS	45.8333	1.6667	http://www.geonames.org/6451725/eymoutiers.html
08.0.170	FRR170	Romance	Gallo-Roman	Saint-Quentin-la-Chabanne	45.8644	2.1549	St. Quentin	St._Quentin	S. QUENTIN	45.8333	2.3333	http://www.geonames.org/6429310/saint-quentin-la-chabanne.html
08.0.171	FRR171	Romance	Gallo-Roman	Pontgibaud	45.8317	2.8529	Pontgibaud	Pontgibaud	PONTGIBAUD	45.8333	3.0000	http://www.geonames.org/2986185/pontgibaud.html
08.0.172	FRR172	Romance	Gallo-Roman	Thiers	45.8579	3.5452	Thiers	Thiers	THIERS	45.8333	3.6667	http://www.geonames.org/6440251/thiers.html
08.0.173	FRR173	Romance	Gallo-Roman	Néronde	45.8390	4.2357	Néronde	Néronde	NERONDE	45.8333	4.3333	http://www.geonames.org/2990759/neronde.html
08.0.174	FRR174	Romance	Gallo-Roman	Villars-enDombes	46.0021	5.0291	Villars-en-Dombes	Villars-enDombes	VILLARS-EN-DOMBES	45.8333	5.0000	http://www.geonames.org/2968917/villars-les-dombes.html
08.0.175	FRR175	Romance	Franco-Provençal	Thézillieu	45.8934	5.5966	Thézillieu	Thézilieu	THEZILIEU	45.8333	5.6667	http://www.geonames.org/2972896/thezillieu.html
08.0.176	FRR176	Romance	Franco-Provençal	Thônes	45.8820	6.3248	Thônes	Thônes	THONES	45.8333	6.3333	http://www.geonames.org/6454674/thones.html
08.0.177	FRR177	Romance	Gallo-Roman	Chamonix	45.9237	6.8694	Chamonix	Chamonix	CHAMONIX	45.8333	6.8333	http://www.geonames.org/3027301/chamonix-mont-blanc.html
08.0.178	FRR178	Romance	Gallo-Roman	Saint-Vivien-de-Médoc	45.4311	-1.0337	St. Vivien	St._Vivien	S. VIVIEN	45.5000	-1.0000	http://www.geonames.org/6432461/saint-vivien-de-medoc.html
08.0.179	FRR179	Romance	Gallo-Roman	Guitinières	45.4402	-0.5137	Guitinières	Guitinières	GUITINIERES	45.5000	-0.6667	http://www.geonames.org/6427966/guitinieres.html
08.0.180	FRR180	Romance	Gallo-Roman	Angeduc	45.4742	-0.0500	Angeduc	Angeduc	ANGEDUC	45.5000	0.0000	http://www.geonames.org/6447297/angeduc.html
08.0.181	FRR181	Romance	Gallo-Roman	St. Pardoux-la-Rivière	45.4935	0.7449	St. Pardoux-la-Rivière	St._Pardoux-la-Rivière	S. PARDOUX-LA-RIVIERE	45.5000	0.6667	http://www.geonames.org/2977729/saint-pardoux-la-riviere.html
08.0.182	FRR182	Romance	Gallo-Roman	Coussac-Bonneval	45.5096	1.3263	Coussac-Bonneval	Coussac-Bonneval	COUSSAC-BONNEVAL	45.5000	1.3333	http://www.geonames.org/6451714/coussac-bonneval.html
08.0.183	FRR183	Romance	Gallo-Roman	Meymac	45.5367	2.1466	Meymac	Meymac	MEYMAC	45.5000	2.0000	http://www.geonames.org/6428370/meymac.html
08.0.184	FRR184	Romance	Gallo-Roman	Mont-Dore	45.5750	2.8093	Mont-Dore	Mont-Dore	MONT-DORE	45.5000	2.6667	http://www.geonames.org/6440098/mont-dore.html
08.0.185	FRR185	Romance	Gallo-Roman	St. Germain-Lembron	45.4571	3.2369	St. Germain-Lembron	St._Germain-Lembron	ST-GERMAIN-LEMBRON	45.5000	3.3333	http://www.geonames.org/2979758/saint-germain-lembron.html
08.0.186	FRR186	Romance	Gallo-Roman	St. Bonnet-le-Château	45.4266	4.0658	St. Bonnet-le-Château	St._Bonnet-le-Château	ST BONNET-LE-CHATEAU	45.5000	4.0000	http://www.geonames.org/6434246/saint-bonnet-le-chateau.html
08.0.187	FRR187	Romance	Gallo-Roman	Clonas	45.4143	4.7904	Clonas	Clonas	CLONAS	45.5000	4.6667	http://www.geonames.org/6433172/clonas-sur-vareze.html
08.0.188	FRR188	Romance	Franco-Provençal	Saint-Jean-de-Bournay	45.5018	5.1395	St. Jean-de Bonn	St._Jean-de_Bonn	ST JEAN-DE-BONN	45.5000	5.3333	http://www.geonames.org/2979342/saint-jean-de-bournay.html
08.0.189	FRR189	Romance	Franco-Provençal	Chignin	45.5235	6.0116	Chignin	Chignin	CHIGNIN	45.5000	6.0000	http://www.geonames.org/3025162/chignin.html
08.0.190	FRR190	Romance	Franco-Provençal	Bozel	45.4433	6.6481	Bozel	Bozel	BOZEL	45.5000	6.5000	http://www.geonames.org/3030641/bozel.html
08.0.191	FRR191	Romance	Gallo-Roman	Bessans	45.3199	6.9935	Bessans	Bessans	SEEZ	45.5000	7.0000	http://www.geonames.org/6450976/bessans.html
08.0.192	FRR192	Romance	Gallo-Roman	Cissac-Médoc	45.2298	-0.8332	Cissac	Cissas	CISSAC	45.1667	-1.0000	http://www.geonames.org/6432190/cissac-medoc.html
08.0.193	FRR193	Romance	Gallo-Roman	St. Savin	45.1395	-0.4455	St. Savin	St._Savin	S. SAVIN	45.1667	-0.3333	http://www.geonames.org/6616573/saint-savin.html
08.0.194	FRR194	Romance	Gallo-Roman	Bourgnac	45.0162	0.4026	Bourgnac	Bourgnac	BOURGNAC	45.1667	0.3333	http://www.geonames.org/6447779/bourgnac.html
08.0.195	FRR195	Romance	Gallo-Roman	St. Pierre-de-Chignac	45.1253	0.8560	St. Pierre-de-Chignac	St._Pierre-de-Chignac	ST PIERRE-DE-CHIGNAC	45.1667	1.0000	http://www.geonames.org/2980433/sainte-marie-de-chignac.html
08.0.196	FRR196	Romance	Gallo-Roman	Larche	45.1232	1.4150	Larche	Larche	LARCHE	45.1667	1.6667	http://www.geonames.org/3007037/larche.html
08.0.197	FRR197	Romance	Gallo-Roman	Pléaux	45.1340	2.2258	Pléaux	Pléaux	PLEAUX	45.1667	2.3333	http://www.geonames.org/6613431/pleaux.html
08.0.198	FRR198	Romance	Gallo-Roman	Massiac	45.2501	3.1996	Massiac	Massiac	MASSIAC	45.1667	3.0000	http://www.geonames.org/6427584/massiac.html
08.0.199	FRR199	Romance	Gallo-Roman	Paulhaguet	45.2071	3.5153	Paulhaguet	Paulhaguet	PAULHAGUET	45.1667	3.6667	http://www.geonames.org/2988340/paulhaguet.html
08.0.200	FRR200	Romance	Gallo-Roman	Riotord	45.2318	4.4008	Riotord	Riotord	RIOTORD	45.1667	4.3333	http://www.geonames.org/6434396/riotord.html
08.0.201	FRR201	Romance	Gallo-Roman	St. Nazeire-en-Royans	45.0597	5.2497	St. Nazaire-en-Royans	St._Nazeire-en-Royans	S. NAZAIRE-EN-ROYANS	45.1667	5.0000	http://www.geonames.org/2977913/saint-nazaire-en-royans.html
08.0.202	FRR202	Romance	Gallo-Roman	Sassenage	45.2066	5.6637	Sassenage	Sassenage	SASSENAGE	45.1667	5.6667	http://www.geonames.org/2975908/sassenage.html
08.0.203	FRR203	Romance	Gallo-Roman	Saint-Martin-de-la-Porte	45.2387	6.4480	St. Martin-La-Porte	St._Martin-La-Porte	ST MARTIN-LA-PORTE	45.3333	6.3333	http://www.geonames.org/6442888/saint-martin-de-la-porte.html
08.0.204	FRR204	Romance	Gallo-Roman	Lanslebourg	45.2856	6.8757	Lanslebourg	Lanslebourg	LANSLEBOURG	45.0000	6.6167	http://www.geonames.org/3007538/lanslebourg-mont-cenis.html
08.0.205	FRR205	Romance	Gallo-Roman	Lacanau	44.9785	-1.0757	Lacanau	Lacanau	LACANAU	44.8333	-1.0000	http://www.geonames.org/3010626/lacanau.html
08.0.206	FRR206	Romance	Gallo-Roman	Targon	44.7345	-0.2642	Targon	Targon	TARGON	44.8333	-0.3333	http://www.geonames.org/6432483/targon.html
08.0.207	FRR207	Romance	Gallo-Roman	Vélines	44.8592	0.1075	Vélines	Vélines	VELINES	44.8333	0.3333	http://www.geonames.org/6612375/velines.html
08.0.208	FRR208	Romance	Gallo-Roman	Le Bugue	44.9185	0.9284	Le Bugue	Le_Bugue	LE BUGUE	44.8333	1.0000	http://www.geonames.org/3004935/le-bugue.html
08.0.209	FRR209	Romance	Gallo-Roman	Gramat	44.7793	1.7235	Gramat	Gramat	GRAMAT	44.8333	1.6667	http://www.geonames.org/6454166/gramat.html
08.0.210	FRR210	Romance	Gallo-Roman	Saint-Mamet-la-Salvetat	44.8574	2.3064	St. Mamet	St._Mamet	ST MAMET	44.8333	2.3333	http://www.geonames.org/2978623/saint-mamet-la-salvetat.html
08.0.211	FRR211	Romance	Gallo-Roman	Laguiole	44.6836	2.8456	Laguiole	Laguiole	LAGUIOLE	44.8333	3.0000	http://www.geonames.org/6426943/laguiole.html
08.0.212	FRR212	Romance	Gallo-Roman	Langogne	44.7272	3.8554	Langonge	Langogne	LANGOGNE	44.8333	3.6667	http://www.geonames.org/3007694/langogne.html
08.0.213	FRR213	Romance	Gallo-Roman	Burzet	44.7398	4.2441	Burzet	Burzet	BURZET	44.8333	4.3333	http://www.geonames.org/6446751/burzet.html
08.0.214	FRR214	Romance	Gallo-Roman	Marsanne	44.6439	4.8734	Marsanne	Marsanne	MARSANNE	44.8333	5.0000	http://www.geonames.org/2995487/marsanne.html
08.0.215	FRR215	Romance	Gallo-Roman	Monestier-de-Clermont	44.9166	5.6350	Monestier-de-Clermont	Monestier-de-Clermont	MONESTIER-DE-CLERMONT	44.8333	5.6667	http://www.geonames.org/2993323/monestier-de-clermont.html
08.0.216	FRR216	Romance	Gallo-Roman	St. Firmin	44.7808	6.0294	St. Firmin	St._Firmin	ST FIRMIN	44.8333	6.3333	http://www.geonames.org/6615734/saint-firmin.html
08.0.217	FRR217	Romance	Gallo-Roman	Aiguilles	44.7820	6.8696	Aiguilles	Aiguilles	AIGUILLES	44.8333	6.8333	http://www.geonames.org/3038473/aiguilles.html
08.0.218	FRR218	Romance	Gallo-Roman	La Teste-de-Buch	44.6311	-1.1482	La Teste-de-Buch	La_Teste-de-Buch	LA TESTE-DE-BUCH	44.5000	-1.0000	http://www.geonames.org/6455878/la-teste-de-buch.html
08.0.219	FRR219	Romance	Gallo-Roman	St. Côme	44.4246	-0.1821	St. Côme	St._Côme	S. COME	44.5000	-0.3333	http://www.geonames.org/6616565/saint-come.html
