ALEpointcodeOLD	ALEpointcodeNEW	LanguageGroup	Language	PlaceName	Latitude	Longitude	PlaceNameALEnew	PlaceNameBasetable	PlaceNameALEOld	LatitudeALEOld	LongitudeALEOld	GeonamesURL
14.0.005	ITR005	Romance	Friulian and Ladin	Forni Avoltri	46.5849	12.7782	Forni Avoltri	Forni_Avoltri	no name given	46.5000	13.1667	http://www.geonames.org/6539933/forni-avoltri.html
14.0.006	ITR006	Romance	N. Italian	Trasquera	46.2128	8.2149	Trasquera	Trasquera	no name given	46.1667	8.3333	http://www.geonames.org/6535738/trasquera.html
14.0.007	ITR007	Romance	N. Italian	Prestone	46.3889	9.3526	Prestone	Prestone	no name given	46.1667	9.5000	http://www.geonames.org/3169840/prestone.html
14.0.008	ITR008	Romance	N. Italian	Isolaccia	46.4895	10.2963	Isolaccia	Isolaccia	no name given	46.1667	10.1667	http://www.geonames.org/6534732/isolaccia.html
14.0.009	ITR009	Romance	N. Italian	Tuenno	46.3264	11.0227	Tuenno	Tuenno	no name given	46.1667	10.8333	http://www.geonames.org/3165122/tuenno.html
14.0.010	ITR010	Romance	N. Italian	Predazzo	46.3126	11.6024	Predazzo	Predazzo	no name given	46.1667	12.1667	http://www.geonames.org/3169877/predazzo.html
14.0.011	ITR011	Romance	Friulian and Ladin	Claut	46.2683	12.5144	Claut	Claut	no name given	46.1667	12.8333	http://www.geonames.org/3221658/claut.html
14.0.012	ITR012	Romance	N. Italian	Ceppo Morelli	45.9710	8.0712	Ceppo Morelli	Ceppo_Morelli	no name given	45.8333	8.5000	http://www.geonames.org/6543703/ceppo-morelli.html
14.0.013	ITR013	Romance	N. Italian	Arcumeggia	45.9165	8.7167	Arcumeggia	Arcumeggia	no name given	45.8333	9.1667	http://www.geonames.org/3182902/arcumeggia.html
14.0.014	ITR014	Romance	N. Italian	Introbio	45.9725	9.4523	Introbio	Introbio	no name given	45.8333	9.8333	http://www.geonames.org/6542107/introbio.html
14.0.015	ITR015	Romance	N. Italian	Gromo	45.9654	9.9272	Gromo	Gromo	no name given	45.8333	10.5000	http://www.geonames.org/6536545/gromo.html
14.0.016	ITR016	Romance	N. Italian	Limone sul Garda	45.8101	10.7899	Limone sul Garda	Limone_sul_Garda	no name given	45.8333	11.1667	http://www.geonames.org/6540352/limone-sul-garda.html
14.0.017	ITR017	Romance	N. Italian	Vas	45.9385	11.9367	Vas	Vas	no name given	45.8333	11.8333	http://www.geonames.org/3164683/vas.html
14.0.018	ITR018	Romance	N. Italian	Tarzo	45.9717	12.2340	Tarzo	Tarzo	no name given	45.8333	12.5000	http://www.geonames.org/6536652/tarzo.html
14.0.019	ITR019	Romance	Friulian and Ladin	Ùdine	46.0711	13.2346	Ùdine	Ùdine	no name given	45.8333	13.1667	http://www.geonames.org/3165072/udine.html
14.0.020	ITR020	Romance	N. Italian	Grado	45.6818	13.3864	Grado	Grado	no name given	45.6667	13.8333	http://www.geonames.org/6539651/grado.html
14.0.021	ITR021	Romance	N. Italian	Vico Canavese	45.4945	7.7784	Vico Canavese	Vico_Canavese	no name given	45.5000	8.1667	http://www.geonames.org/3164411/vico-canavese.html
14.0.022	ITR022	Romance	N. Italian	Borgomanero	45.6989	8.4625	Borgomanero	Borgomanero	no name given	45.5000	8.8333	http://www.geonames.org/3181790/borgomanero.html
14.0.023	ITR023	Romance	N. Italian	Monza	45.5845	9.2744	Monza	Monza	no name given	45.5000	9.5000	http://www.geonames.org/6537122/monza.html
14.0.024	ITR024	Romance	N. Italian	Martinengo	45.5693	9.7651	Martinengo	Martinengo	no name given	45.5000	10.1667	http://www.geonames.org/3173839/martinengo.html
14.0.025	ITR025	Romance	N. Italian	Toscolano Maderno	45.6367	10.6085	Toscolano Maderno	Toscolano_Maderno	no name given	45.5000	10.8333	http://www.geonames.org/6535871/toscolano-maderno.html
14.0.026	ITR026	Romance	N. Italian	Crespadoro	45.6169	11.2289	Crespadoro	Crespadoro	no name given	45.5000	11.5000	http://www.geonames.org/6538261/crespadoro.html
14.0.027	ITR027	Romance	N. Italian	Santo Stino di Livenza	45.7297	12.6814	Santo Stino di Livenza	Santo_Stino_di_Livenza	no name given	45.5000	12.1667	http://www.geonames.org/6536662/santo-stino-di-livenza.html
14.0.028	ITR028	Romance	N. Italian	Corio	45.3117	7.5334	Corio	Corio	no name given	45.1667	7.8333	http://www.geonames.org/3178093/corio.html
14.0.029	ITR029	Romance	N. Italian	Desana	45.2715	8.3608	Desana	Desana	no name given	45.1667	8.5000	http://www.geonames.org/6539539/desana.html
14.0.030	ITR030	Romance	N. Italian	Vigèvano	45.3166	8.8561	Vigèvano	Vigèvano	no name given	45.1667	9.1667	http://www.geonames.org/3164376/vigevano.html
14.0.031	ITR031	Romance	N. Italian	Crema	45.3643	9.6825	Crema	Crema	no name given	45.1667	9.8333	http://www.geonames.org/3177841/crema.html
14.0.032	ITR032	Romance	N. Italian	Solferino	45.3725	10.5668	Solferino	Solferino	no name given	45.1667	10.5000	http://www.geonames.org/3166427/solferino.html
14.0.033	ITR033	Romance	N. Italian	Màntova	45.1564	10.7914	Màntova	Màntova	no name given	45.1667	11.1667	http://www.geonames.org/3174051/mantova.html
14.0.034	ITR034	Romance	N. Italian	Teolo	45.3489	11.6725	Teolo	Teolo	no name given	45.1667	11.8333	http://www.geonames.org/6536293/teolo.html
14.0.035	ITR035	Romance	N. Italian	Venezia	45.4408	12.3155	Venezia	Venezia	no name given	45.1667	12.5000	http://www.geonames.org/3164600/provincia-di-venezia.html
14.0.036	ITR036	Romance	N. Italian	Giaveno	45.0420	7.3526	Giaveno	Giaveno	no name given	44.8333	7.5000	http://www.geonames.org/3176130/giaveno.html
14.0.037	ITR037	Romance	N. Italian	Castelnuovo Don Bosco	45.0412	7.9616	Castelnuovo Don Bosco	Castelnuovo_Don_Bosco	no name given	44.8333	8.1667	http://www.geonames.org/6540952/castelnuovo-don-bosco.html
14.0.038	ITR038	Romance	N. Italian	Isola Sant'Antonio	45.0302	8.8497	Isola Sant' Antonio	Ìsola_Sant'_Antonio	no name given	44.8333	8.8333	http://www.geonames.org/6536439/isola-sant-antonio.html
14.0.039	ITR039	Romance	N. Italian	Montù Beccaria	45.0357	9.3146	Montù Beccaria	Montù_Beccaria	no name given	44.8333	9.5000	http://www.geonames.org/6536563/montu-beccaria.html
14.0.040	ITR040	Romance	N. Italian	San Secondo parmense	44.9228	10.2287	San Secondo parmense	San_Secondo_parmense	no name given	44.8333	10.1667	http://www.geonames.org/6538428/san-secondo-parmense.html
14.0.041	ITR041	Romance	N. Italian	Concordia sulla Secchia	44.9139	10.9859	Concordia sulla Secchia	Concordia_sulla_Secchia	no name given	44.8333	10.8333	http://www.geonames.org/6538452/concordia-sulla-secchia.html
14.0.042	ITR042	Romance	N. Italian	Sèrmide	45.0040	11.2992	Sèrmide	Sèrmide	no name given	44.8333	11.5000	http://www.geonames.org/6536226/sermide.html
14.0.043	ITR043	Romance	N. Italian	Baura	44.8526	11.7186	Baùra	Baùra	no name given	44.8333	12.1667	http://www.geonames.org/3182264/baura.html
14.0.044	ITR044	Romance	N. Italian	Corneliano d' Alba	44.7360	7.9584	Corneliano d' Alba	Corneliano_d'_Alba	no name given	44.5000	7.8333	http://www.geonames.org/6535857/corneliano-d-alba.html
14.0.045	ITR045	Romance	N. Italian	Mombaruzzo	44.7730	8.4484	Mombaruzzo	Mombaruzzo	no name given	44.5000	8.5000	http://www.geonames.org/6542399/mombaruzzo.html
14.0.046	ITR046	Romance	N. Italian	Gènova	44.4056	8.9463	Gènova	Gènova	no name given	44.5000	9.1667	http://www.geonames.org/6542282/genoa.html
14.0.047	ITR047	Romance	N. Italian	Bardi	44.6337	9.7314	Bardi	Bardi	no name given	44.5000	9.8333	http://www.geonames.org/6539700/bardi.html
14.0.048	ITR048	Romance	N. Italian	Tizzano Val Parma	44.5239	10.2009	Tizzano Val Parma	Tizzano_Val_Parma	no name given	44.5000	10.5000	http://www.geonames.org/6536711/tizzano-val-parma.html
14.0.049	ITR049	Romance	N. Italian	Nonàntola	44.6789	11.0412	Nonàntola	Nonàntola	no name given	44.5000	11.1667	http://www.geonames.org/3172217/nonantola.html
14.0.050	ITR050	Romance	N. Italian	Comacchio	44.6940	12.1794	Comacchio	Comacchio	no name given	44.5000	11.8333	http://www.geonames.org/3178245/comacchio.html
14.0.051	ITR051	Romance	N. Italian	Calizzano	44.2367	8.1150	Calizzano	Calizzano	no name given	44.1667	8.1667	http://www.geonames.org/3181186/calizzano.html
14.0.052	ITR052	Romance	N. Italian	Zoagli	44.3365	9.2682	Zoagli	Zoagli	no name given	44.1667	9.5000	http://www.geonames.org/3163859/zoagli.html
14.0.053	ITR053	Romance	C. Italian	Arzengio	44.3898	9.9029	Arzengio	Arzengio	no name given	44.1667	10.1667	http://www.geonames.org/8964844/arzengio.html
14.0.054	ITR054	Romance	N. Italian	Sèstola	44.2301	10.7702	Sèstola	Sèstola	no name given	44.1667	10.8333	http://www.geonames.org/6536734/sestola.html
14.0.055	ITR055	Romance	N. Italian	Loiano	44.2665	11.3253	Loiano	Loiano	no name given	44.1667	11.5000	http://www.geonames.org/6538470/loiano.html
14.0.056	ITR056	Romance	N. Italian	Brisighella	44.2218	11.7690	Brisighella	Brisighella	no name given	44.1667	12.1667	http://www.geonames.org/3181521/brisighella.html
14.0.057	ITR057	Romance	N. Italian	Airole	43.8712	7.5556	Airole	Airole	no name given	43.8333	8.0000	http://www.geonames.org/3183377/airole.html
14.0.058	ITR058	Romance	C. Italian	Camaiore	43.9375	10.3049	Camaiore	Camaiore	no name given	43.8333	10.1667	http://www.geonames.org/8974018/acquaviva.html
14.0.059	ITR059	Romance	C. Italian	Prunetta	44.0073	10.8044	Prunetta	Prunetta	no name given	43.8333	10.6667	http://www.geonames.org/3169784/prunetta.html
14.0.060	ITR060	Romance	C. Italian	Stia	43.8041	11.7086	Stia	Stia	no name given	43.8333	11.1667	http://www.geonames.org/6538593/stia.html
14.0.061	ITR061	Romance	N. Italian	Sant'Agata Feltria	43.8638	12.2112	Sant' Agata Feltria	Sant'_Àgata_Feltria	no name given	43.8333	11.8333	http://www.geonames.org/3167645/sant-agata-feltria.html
14.0.062	ITR062	Romance	N. Italian	Saludecio	43.8744	12.6684	Saludecio	Saludecio	no name given	43.8333	12.5000	http://www.geonames.org/6539422/saludecio.html
14.0.063	ITR063	Romance	C. Italian	Montemarciano	43.6395	13.3071	Montemarciano	Montemarciano	no name given	43.8333	13.1667	http://www.geonames.org/6539952/montemarciano.html
14.0.064	ITR064	Romance	C. Italian	Faùglia	43.5691	10.5172	Faùglia	Faùglia	no name given	43.5000	10.1667	http://www.geonames.org/6538576/fauglia.html
14.0.065	ITR065	Romance	C. Italian	Montespèrtoli	43.6445	11.0711	Montespèrtoli	Montespèrtoli	no name given	43.5000	10.8333	http://www.geonames.org/6540471/montespertoli.html
14.0.066	ITR066	Romance	C. Italian	Incisa in Val d' Arno	43.6565	11.4495	Incisa in Val d' Arno	Incisa_in_Val_d'_Arno	no name given	43.5000	11.5000	http://www.geonames.org/6541090/incisa-in-val-d-arno.html
14.0.067	ITR067	Romance	C. Italian	Caprese Michelàngelo	43.6414	11.9872	Caprese Michelàngelo	Caprese_Michelàngelo	no name given	43.5000	12.1667	http://www.geonames.org/3180632/caprese-michelangelo.html
14.0.068	ITR068	Romance	C. Italian	Pietralunga	43.4422	12.4363	Pietralunga	Pietralunga	no name given	43.5000	12.8333	http://www.geonames.org/6539744/pietralunga.html
14.0.069	ITR069	Romance	C. Italian	Treia	43.3092	13.3129	Treia	Treia	no name given	43.5000	13.5000	http://www.geonames.org/6539958/treia.html
14.0.070	ITR070	Romance	C. Italian	Castagneto Carducci	43.1597	10.6117	Castagneto Carducci	Castagneto_Carducci	no name given	43.1667	10.5000	http://www.geonames.org/3179762/castagneto-carducci.html
14.0.071	ITR071	Romance	C. Italian	Chiusdino	43.1554	11.0885	Chiusdino	Chiusdino	no name given	43.1667	11.1667	http://www.geonames.org/6536849/chiusdino.html
14.0.072	ITR072	Romance	C. Italian	Sinalunga	43.2123	11.7365	Sinalunga	Sinalunga	no name given	43.1667	11.8333	http://www.geonames.org/3166516/sinalunga.html
14.0.073	ITR073	Romance	C. Italian	Civitella	43.1278	12.4871	Civitella	Civitella	no name given	43.1667	12.5000	http://www.geonames.org/7870353/civitella-d-arno.html
14.0.074	ITR074	Romance	C. Italian	Esanatoglia	43.2528	12.9495	Esanatoglia	Esanatoglia	no name given	43.1667	13.1667	http://www.geonames.org/3177349/esanatoglia.html
14.0.075	ITR075	Romance	C. Italian	Grottammare	42.9853	13.8684	Grottammare	Grottammare	no name given	43.1667	13.8333	http://www.geonames.org/3181824/borgo.html
14.0.076	ITR076	Romance	C. Italian	Pomonte	42.7493	10.1253	Pomonte	Pomonte	no name given	42.8333	10.8333	http://www.geonames.org/3170340/pomonte.html
14.0.077	ITR077	Romance	C. Italian	Seggiano	42.9278	11.5576	Seggiano	Seggiano	no name given	42.8333	11.5000	http://www.geonames.org/6538611/seggiano.html
14.0.078	ITR078	Romance	C. Italian	Marsciano	42.9097	12.3351	Marsciano	Marsciano	no name given	42.8333	12.1667	http://www.geonames.org/6536874/marsciano.html
14.0.079	ITR079	Romance	C. Italian	Trevi	42.8776	12.7488	Trevi	Trevi	no name given	42.8333	12.8333	http://www.geonames.org/6540493/trevi.html
14.0.080	ITR080	Romance	C. and. S. Italian	Bellante	42.7412	13.8082	Bellante	Bellante	no name given	42.8333	13.5000	http://www.geonames.org/6540715/bellante.html
14.0.081	ITR081	Romance	C. Italian	Porto Santo Stèfano	42.4342	11.1228	Porto Santo Stèfano	Porto_Santo_Stèfano	no name given	42.5000	11.1667	http://www.geonames.org/3170071/porto-santo-stefano.html
14.0.082	ITR082	Romance	C. and. S. Italian	Acquapendente	42.7477	11.8630	Acquapendente	Acquapendente	no name given	42.5000	11.8333	http://www.geonames.org/6541120/acquapendente.html
14.0.083	ITR083	Romance	C. and. S. Italian	Rieti	42.4045	12.8567	Rieti	Rieti	no name given	42.5000	12.5000	http://www.geonames.org/6541462/rieti.html
14.0.084	ITR084	Romance	C. and. S. Italian	Leonessa	42.5661	12.9624	Leonessa	Leonessa	no name given	42.5000	13.1667	http://www.geonames.org/6539593/leonessa.html
14.0.085	ITR085	Romance	C. and. S. Italian	Castelli	42.4884	13.7118	Castelli	Castelli	no name given	42.5000	13.8333	http://www.geonames.org/6539827/castelli.html
14.0.086	ITR086	Romance	C. and. S. Italian	Tarquinia	42.2542	11.7576	Tarquinia	Tarquinia	no name given	42.1667	12.1667	http://www.geonames.org/3165919/tarquinia.html
14.0.087	ITR087	Romance	C. and. S. Italian	Sant'Oreste	42.2359	12.5177	Sant' Oreste	Sant'Oreste	no name given	42.1667	12.8333	http://www.geonames.org/6541133/sant-oreste.html
14.0.088	ITR088	Romance	C. and. S. Italian	Tagliacozzo	42.0686	13.2518	Tagliacozzo	Tagliacozzo	no name given	42.1667	13.5000	http://www.geonames.org/6541698/tagliacozzo.html
14.0.089	ITR089	Romance	C. and. S. Italian	Capestrano	42.2675	13.7677	Capestrano	Capestrano	no name given	42.1667	14.1667	http://www.geonames.org/3180720/capestrano.html
14.0.090	ITR090	Romance	C. and. S. Italian	Crecchio	42.2964	14.3261	Crecchio	Crecchio	no name given	42.1667	14.8333	http://www.geonames.org/3177844/crecchio.html
14.0.091	ITR091	Romance	C. and. S. Italian	Roma	41.8724	12.4802	Roma	Roma	no name given	41.8333	12.5000	http://www.geonames.org/3169071/roma-capitale.html
14.0.092	ITR092	Romance	C. and. S. Italian	Trasacco	41.9601	13.5366	Trasacco	Trasacco	no name given	41.8333	13.1667	http://www.geonames.org/6537451/trasacco.html
14.0.093	ITR093	Romance	C. and. S. Italian	Scanno	41.9000	13.8841	Scanno	Scanno	no name given	41.8333	13.8333	http://www.geonames.org/6537447/scanno.html
14.0.094	ITR094	Romance	C. and. S. Italian	Pàlmoli	41.9400	14.5818	Pàlmoli	Pàlmoli	no name given	41.8333	14.5000	http://www.geonames.org/6543629/palmoli.html
14.0.095	ITR095	Romance	C. and. S. Italian	Serracapriola	41.8086	15.1599	Serracapriola	Serracapriola	no name given	41.8333	15.8333	http://www.geonames.org/3166680/serracapriola.html
14.0.096	ITR096	Romance	C. and. S. Italian	Sonnino	41.4160	13.2416	Sonnino	Sonnino	no name given	41.5000	12.8333	http://www.geonames.org/3166394/sonnino.html
14.0.097	ITR097	Romance	C. and. S. Italian	Ausonia	41.3570	13.7507	Ausonia	Ausonia	no name given	41.5000	13.5000	http://www.geonames.org/3182665/ausonia.html
14.0.098	ITR098	Romance	C. and. S. Italian	Gallo	41.4645	14.2242	Gallo	Gallo	no name given	41.5000	14.1667	http://www.geonames.org/3176363/gallo-matese.html
14.0.099	ITR099	Romance	C. and. S. Italian	Colle Sannita	41.3647	14.8331	Colle Sannita	Colle_Sannita	no name given	41.5000	14.8333	http://www.geonames.org/6537322/colle-sannita.html
14.0.100	ITR100	Romance	C. and. S. Italian	Lucera	41.5055	15.3385	Lucera	Lucera	no name given	41.5000	15.5000	http://www.geonames.org/3174526/lucera.html
14.0.101	ITR101	Romance	C. and. S. Italian	Formicola	41.2104	14.2327	Formicola	Formicola	no name given	41.5000	16.0000	http://www.geonames.org/3176735/formicola.html
14.0.102	ITR102	Romance	C. and. S. Italian	Montefusco	41.0378	14.8545	Montefusco	Montefusco	no name given	41.1667	13.8333	http://www.geonames.org/3172913/montefusco.html
14.0.103	ITR103	Romance	C. and. S. Italian	Trevico	41.0451	15.2327	Trevico	Trevico	no name given	41.1667	14.5000	http://www.geonames.org/3165208/trevico.html
14.0.104	ITR104	Romance	C. and. S. Italian	Àscoli Satriano	41.2033	15.5627	Àscoli Satriano	Àscoli_Satriano	no name given	41.1667	15.1667	http://www.geonames.org/3182747/ascoli-satriano.html
14.0.105	ITR105	Romance	C. and. S. Italian	Canosa di Puglia	41.2224	16.0661	Canosa di Puglia	Canosa_di_Puglia	no name given	41.1667	15.8333	http://www.geonames.org/6538940/canosa-di-puglia.html
14.0.106	ITR106	Romance	C. and. S. Italian	Ruvo di Puglia	41.1173	16.4837	Ruvo di Puglia	Ruvo_di_Puglia	no name given	41.1667	16.5000	http://www.geonames.org/3168770/ruvo-di-puglia.html
14.0.107	ITR107	Romance	C. and. S. Italian	Monte di Pròcida	40.7961	14.0512	Monte di Pròcida	Monte_di_Pròcida	no name given	40.8333	14.1667	http://www.geonames.org/3172946/monte-di-procida.html
14.0.108	ITR108	Romance	C. and. S. Italian	Ottaviano	40.8520	14.4772	Ottaviano	Ottaviano	no name given	40.8333	14.8333	http://www.geonames.org/6541906/ottaviano.html
14.0.109	ITR109	Romance	C. and. S. Italian	Ripacàndida	40.9120	15.7213	Ripacàndida	Ripacàndida	no name given	40.8333	15.5000	http://www.geonames.org/6537629/ripacandida.html
14.0.110	ITR110	Romance	C. and. S. Italian	Spinazzola	40.9685	16.0895	Spinazzola	Spinazzola	no name given	40.8333	16.1667	http://www.geonames.org/6537560/spinazzola.html
14.0.111	ITR111	Romance	C. and. S. Italian	Alberobello	40.7864	17.2409	Alberobello	Alberobello	no name given	40.8333	16.8333	http://www.geonames.org/6541733/alberobello.html
14.0.112	ITR112	Romance	C. and. S. Italian	Carovigno	40.7023	17.6616	Carovigno	Carovigno	no name given	40.8333	17.5000	http://www.geonames.org/3180462/carovigno.html
14.0.113	ITR113	Romance	C. and. S. Italian	Teggiano	40.3785	15.5394	Teggiano	Teggiano	no name given	40.5000	15.1667	http://www.geonames.org/6537421/teggiano.html
14.0.114	ITR114	Romance	C. and. S. Italian	Castelmezzano	40.5286	16.0455	Castelmezzano	Castelmezzano	no name given	40.5000	15.8333	http://www.geonames.org/6537612/castelmezzano.html
14.0.115	ITR115	Romance	C. and. S. Italian	Pisticci	40.3901	16.5529	Pisticci	Pisticci	no name given	40.5000	16.5000	http://www.geonames.org/6537651/pisticci.html
14.0.116	ITR116	Romance	C. and. S. Italian	Palagiano	40.5791	17.0360	Palagiano	Palagiano	no name given	40.5000	17.1667	http://www.geonames.org/6537567/palagiano.html
14.0.117	ITR117	Romance	C. and. S. Italian	Avetrana	40.3507	17.7267	Avetrana	Avetrana	no name given	40.5000	17.8333	http://www.geonames.org/3182637/avetrana.html
14.0.118	ITR118	Romance	C. and. S. Italian	Omignano	40.2489	15.0878	Omignano	Omignano	no name given	40.1667	14.8333	http://www.geonames.org/6539819/omignano.html
14.0.119	ITR119	Romance	C. and. S. Italian	Acquafredda	40.0367	15.6745	Acquafredda	Acquafredda	no name given	40.1667	15.5000	http://www.geonames.org/3183527/acquafredda.html
14.0.120	ITR120	Romance	C. and. S. Italian	San Chìrico Raparo	40.1921	16.0768	San Chìrico Raparo	San_Chìrico_Raparo	no name given	40.1667	16.1667	http://www.geonames.org/6541275/san-chirico-raparo.html
14.0.121	ITR121	Romance	C. and. S. Italian	Salve	39.8589	18.2972	Salve	Salve	no name given	40.1667	18.5000	http://www.geonames.org/2523539/salve.html
14.0.122	ITR122	Romance	C. and. S. Italian	Oriolo	40.0518	16.4484	Oriolo	Oriolo	no name given	39.8333	15.8333	http://www.geonames.org/3171950/oriolo.html
14.0.123	ITR123	Romance	C. and. S. Italian	Saracena	39.7792	16.1571	Saracena	Saracena	no name given	39.8333	16.5000	http://www.geonames.org/6540797/saracena.html
14.0.124	ITR124	Romance	C. and. S. Italian	Acri	39.4932	16.3849	Acri	Acri	no name given	39.5000	16.1667	http://www.geonames.org/6540781/acri.html
14.0.125	ITR125	Romance	C. and. S. Italian	Melissa	39.3095	17.0297	Melissa	Melissa	no name given	39.5000	16.8333	http://www.geonames.org/2524185/melissa.html
14.0.126	ITR126	Romance	C. and. S. Italian	Mangone	39.2055	16.3327	Magnone	Magnone	no name given	39.1667	16.5000	http://www.geonames.org/6537675/mangone.html
14.0.127	ITR127	Romance	C. and. S. Italian	Conidoni	38.7044	16.0368	Conidini	Conidoni	no name given	38.8333	16.1667	http://www.geonames.org/2524943/conidoni.html
14.0.128	ITR128	Romance	C. and. S. Italian	Centrache	38.7286	16.4319	Cèntrache	Cèntrache	no name given	38.8333	16.8333	http://www.geonames.org/6541952/centrache.html
14.0.129	ITR129	Romance	C. and. S. Italian	Polistena	38.4056	16.0730	Polistena	Polistena	no name given	38.5000	16.3333	http://www.geonames.org/2523738/polistena.html
14.0.130	ITR130	Romance	C. and. S. Italian	San Pantaleone	37.9921	15.8392	San Panteleone	San_Pantaleone	no name given	38.1667	16.1667	http://www.geonames.org/2523402/san-pantaleone.html
14.0.131	ITR131	Romance	C. and. S. Italian	Palermo	38.1157	13.3613	Palermo	Palermo	no name given	38.1667	13.5000	http://www.geonames.org/6542127/palermo.html
14.0.132	ITR132	Romance	C. and. S. Italian	Fantina	38.0257	15.1760	Fantina	Fantina	no name given	38.1667	15.5000	http://www.geonames.org/2524798/fantina.html
14.0.133	ITR133	Romance	C. and. S. Italian	Vita	37.8723	12.8210	Vita	Vita	no name given	37.8333	12.5000	http://www.geonames.org/6539115/vita.html
14.0.134	ITR134	Romance	C. and. S. Italian	Baucina	37.9268	13.5356	Baucina	Baucina	no name given	37.8333	13.1667	http://www.geonames.org/2525583/baucina.html
14.0.135	ITR135	Romance	C. and. S. Italian	Mistretta	37.9278	14.3626	Mistretta	Mistretta	no name given	37.8333	13.8333	http://www.geonames.org/2524122/mistretta.html
14.0.136	ITR136	Romance	C. and. S. Italian	Bronte	37.7884	14.8307	Bronte	Bronte	no name given	37.8333	15.1667	http://www.geonames.org/2525498/bronte.html
14.0.137	ITR137	Romance	C. and. S. Italian	San Biagio Plàtani	37.5093	13.5250	San Biagio Plàtani	San_Biagio_Plàtani	no name given	37.5000	13.5000	http://www.geonames.org/6541342/san-biagio-platani.html
14.0.138	ITR138	Romance	C. and. S. Italian	Villalba	37.6558	13.8455	Villalba	Villalba	no name given	37.5000	14.1667	http://www.geonames.org/2522750/villalba.html
14.0.139	ITR139	Romance	C. and. S. Italian	Catenanuova	37.5710	14.6919	Catenanuova	Catenanuova	no name given	37.5000	14.8333	http://www.geonames.org/6539186/catenanuova.html
14.0.140	ITR140	Romance	C. and. S. Italian	Naro	37.2925	13.7934	Naro	Naro	no name given	37.1667	14.1667	http://www.geonames.org/2524022/naro.html
14.0.141	ITR141	Romance	C. and. S. Italian	San Michele di Ganzaria	37.2801	14.4267	San Michele di Ganzaria	San_Michele_di_Ganzaria	no name given	37.1667	14.8333	http://www.geonames.org/2523416/san-michele-di-ganzaria.html
14.0.142	ITR142	Romance	C. and. S. Italian	Giarratana	37.0485	14.7934	Giarratana	Giarratana	no name given	36.8333	14.8333	http://www.geonames.org/6537814/giarratana.html
14.0.143	ITR143	Romance	Sardinian	Sàssari	40.7259	8.5557	Sàssari	Sàssari	no name given	40.8333	8.5000	http://www.geonames.org/3167096/sassari.html
14.0.144	ITR144	Romance	Sardinian	Tempio Pausania	40.9031	9.1041	Tempio Pausania	Tempio_Pausania	no name given	40.8333	9.1667	http://www.geonames.org/3165828/tempio-pausania.html
14.0.145	ITR145	Romance	Sardinian	Ploaghe	40.6649	8.7447	Ploaghe	Ploaghe	no name given	40.5000	8.8333	http://www.geonames.org/6537837/ploaghe.html
14.0.146	ITR146	Romance	Sardinian	Bitti	40.4805	9.3887	Bitti	Bitti	no name given	40.5000	9.5000	http://www.geonames.org/3181992/bitti.html
14.0.147	ITR147	Romance	Sardinian	Santu Lussurgiu	40.1422	8.6570	Santu Lussurgiu	Santu_Lussurgiu	no name given	40.1667	8.5000	http://www.geonames.org/3167233/santu-lussurgiu.html
14.0.148	ITR148	Romance	Sardinian	Nuoro	40.3207	9.3290	Nùoro	Nùoro	no name given	40.1667	9.1667	http://www.geonames.org/3172454/isolette-di-murano.html
14.0.149	ITR149	Romance	Sardinian	Dorgali	40.2891	9.5913	Dorgali	Dorgali	no name given	40.1667	9.8333	http://www.geonames.org/6540864/dorgali.html
14.0.150	ITR150	Romance	Sardinian	Milis	40.0487	8.6370	Milis	Milis	no name given	39.8333	8.8333	http://www.geonames.org/6539885/milis.html
14.0.151	ITR151	Romance	Sardinian	Làconi	39.8512	9.0518	Làconi	Làconi	no name given	39.8333	9.5000	http://www.geonames.org/6539260/laconi.html
14.0.152	ITR152	Romance	Sardinian	Mògoro	39.6823	8.7751	Mògoro	Mògoro	no name given	39.5000	8.5000	http://www.geonames.org/2524116/mogoro.html
14.0.153	ITR153	Romance	Sardinian	Escalaplano	39.6222	9.3475	Escalaplano	Escalaplano	no name given	39.5000	9.1667	http://www.geonames.org/2524814/escalaplano.html
14.0.154	ITR154	Romance	Sardinian	Sant' Antioco	39.0690	8.4544	Sant' Antioco	Sant'_Antioco	no name given	39.1667	8.8333	http://www.geonames.org/2523297/sant-antioco.html
14.0.155	ITR155	Romance	Sardinian	Càgliari	39.2238	9.1217	Càgliari	Càgliari	no name given	39.1667	9.5000	http://www.geonames.org/2525473/cagliari.html
14.0.201	ITR201	Romance	Gallo-Italian	San Fratello	38.0128	14.5975	San Fratello	San_Fratello	no name given	38.0000	14.5833	http://www.geonames.org/2523487/san-fratello.html
14.0.202	ITR202	Romance	Gallo-Italian	Sperlinga	37.7657	14.3514	Sperlinga	Sperlinga	no name given	37.7500	14.3333	http://www.geonames.org/6539191/sperlinga.html
14.0.203	ITR203	Romance	Gallo-Italian	Aidone	37.4159	14.4455	Aidone	Aidone	no name given	37.4167	14.4167	http://www.geonames.org/6537793/aidone.html
14.0.301	CHR301	Romance	Italian	Aurigeno	46.2324	8.7126	Aurigeno	Aurigeno	no name given	46.3333	8.6667	http://www.geonames.org/2661674/aurigeno.html
14.0.302	CHR302	Romance	Italian	Olivone	46.5333	8.9500	Olivone	Olivone	no name given	46.5833	9.1667	http://www.geonames.org/2659300/olivone.html
