ID	Place	Group	Originals	Simplified	COGID	Alignment
01.0.001	Vrith	Albanian	gōʒd	gōʒd	1	g - ō ʒ d - -
01.0.002	Pac	Albanian	bas'ki	baski	2	b a s k i
01.0.003	Burgajet	Albanian	ȷ̵o͕ʒd	j̵o͕ʒd	1	j̵ - o͕ ʒ d - -
01.0.004	Shkallnuer	Albanian	gōʒd	gōʒd	1	g - ō ʒ d - -
01.0.005	Çibërraka	Albanian	gōʒd	gōʒd	1	g - ō ʒ d - -
01.0.006	Këmbëthekër	Albanian	goʒd	goʒd	1	g - o ʒ d - -
01.0.007	Luar	Albanian	goʒd	goʒd	1	g - o ʒ d - -
01.0.008	Sheper	Albanian	pe'ronǝ	peronǝ	3	p e r o n ǝ
01.0.009	Vuno	Albanian	'goʒdǝ	goʒdǝ	1	g - o ʒ d ǝ -
01.0.010	Shalës	Albanian	goʒd	goʒd	1	g - o ʒ d - -
02.0.001	Schärding	Germanic	n'ɔ̄gl	nɔ̄gl	4	n ɔ̄ g - l - - - -
02.0.002	Geboltskirchen	Germanic	n'ɔ̄gø	nɔ̄gø	4	n ɔ̄ g ø - - - - -
02.0.003	Rohrbach	Germanic	n'ɔ̄gl	nɔ̄gl	4	n ɔ̄ g - l - - - -
02.0.004	Kremsmünster	Germanic	n'ɔ̄gø	nɔ̄gø	4	n ɔ̄ g ø - - - - -
02.0.005	Göstling	Germanic	n'ɔ̄gl	nɔ̄gl	4	n ɔ̄ g - l - - - -
02.0.006	Freistadt	Germanic	n'ɔ̄gø	nɔ̄gø	4	n ɔ̄ g ø - - - - -
02.0.007	Grosspertholz	Germanic	n'ɔ̄gø	nɔ̄gø	4	n ɔ̄ g ø - - - - -
02.0.008	Waidhofen a.d. Thaya	Germanic	n'ɔ̄gl	nɔ̄gl	4	n ɔ̄ g - l - - - -
02.0.009	Hürm bei Melk	Germanic	n'ɔ̄gl	nɔ̄gl	4	n ɔ̄ g - l - - - -
02.0.010	Unterretzbach	Germanic	n'ɔ̄gl	nɔ̄gl	4	n ɔ̄ g - l - - - -
02.0.011	Absdorf	Germanic	n'ɔ̄gl	nɔ̄gl	4	n ɔ̄ g - l - - - -
02.0.012	Mistelbach	Germanic	n'ɔ̄gl	nɔ̄gl	4	n ɔ̄ g - l - - - -
02.0.013	Stillfried	Germanic	n'ɔ̄gl	nɔ̄gl	4	n ɔ̄ g - l - - - -
02.0.014	Schruns	Germanic	n'ɑ̄gl	nɑ̄gl	4	n ɑ̄ g - l - - - -
02.0.015	Schnepfau	Germanic	n'ɑ̄gl	nɑ̄gl	4	n ɑ̄ g - l - - - -
02.0.017	Elbigenalp	Germanic	n'o͟ugl	no͟ugl	4	n o͟u g - l - - - -
02.0.018	Münster	Germanic	n'ɔ̄gl	nɔ̄gl	4	n ɔ̄ g - l - - - -
02.0.019	Zell am Ziller	Germanic	n'ɔ̄gl	nɔ̄gl	4	n ɔ̄ g - l - - - -
02.0.020	Brixen im Thale	Germanic	n'ɔ̄gl	nɔ̄gl	4	n ɔ̄ g - l - - - -
02.0.021	Piesendorf	Germanic	n'ɔ̄gl	nɔ̄gl	4	n ɔ̄ g - l - - - -
02.0.022	Saalfelden	Germanic	n'ɔ̄gl	nɔ̄gl	4	n ɔ̄ g - l - - - -
02.0.024	Dorfbeuern	Germanic	n'ɔ̄gǝ	nɔ̄gǝ	4	n ɔ̄ g ǝ - - - - -
02.0.025	Zederhaus	Germanic	n'ɔ̄gl	nɔ̄gl	4	n ɔ̄ g - l - - - -
02.0.026	Ebensee	Germanic	n'ɔ̄gø	nɔ̄gø	4	n ɔ̄ g ø - - - - -
02.0.027	Stainach	Germanic	n'o͟ugl	no͟ugl	4	n o͟u g - l - - - -
02.0.028	Niederwölz	Germanic	n'ɔ̄gl	nɔ̄gl	4	n ɔ̄ g - l - - - -
02.0.029	Kammern	Germanic	n'ɔ̄gl	nɔ̄gl	4	n ɔ̄ g - l - - - -
02.0.030	Kainach	Germanic	n'o͟ugl	no͟ugl	4	n o͟u g - l - - - -
02.0.031	Türnitz a.d. Traisen	Germanic	n'ɔ̄gl	nɔ̄gl	4	n ɔ̄ g - l - - - -
02.0.032	Veitsch	Germanic	n'ɔ̄gl	nɔ̄gl	4	n ɔ̄ g - l - - - -
02.0.033	Weiz	Germanic	n'ɔ̄gl	nɔ̄gl	4	n ɔ̄ g - l - - - -
02.0.034	Schachen bei Vorau	Germanic	n'ɔ̄gl	nɔ̄gl	4	n ɔ̄ g - l - - - -
02.0.035	Prigglitz bei Gloggnitz	Germanic	n'ɔ̄gl	nɔ̄gl	4	n ɔ̄ g - l - - - -
02.0.036	Mogersdorf	Germanic	n'ɔ̄gl	nɔ̄gl	4	n ɔ̄ g - l - - - -
02.0.037	Stegersbach	Germanic	n'ɔ̄gl	nɔ̄gl	4	n ɔ̄ g - l - - - -
02.0.038	Gols am Neusiedler See	Germanic	n'ɔ̄gl	nɔ̄gl	4	n ɔ̄ g - l - - - -
02.0.039	Tadten	Germanic	n'ɔ̄gl	nɔ̄gl	4	n ɔ̄ g - l - - - -
02.0.040	Sölden	Germanic	n'ɔ̄gl	nɔ̄gl	4	n ɔ̄ g - l - - - -
02.0.041	Ausservillgratten	Germanic	n'ɔ̄gl	nɔ̄gl	4	n ɔ̄ g - l - - - -
02.0.042	Dellach a.d. Drau	Germanic	n'ɔ̄gl	nɔ̄gl	4	n ɔ̄ g - l - - - -
02.0.043	Seeboden am Millstättersee	Germanic	n'ɔ̄gl	nɔ̄gl	4	n ɔ̄ g - l - - - -
02.0.044	Weitensfeld im Gurktal	Germanic	n'ɔ̄gl	nɔ̄gl	4	n ɔ̄ g - l - - - -
02.0.046	Wolfsberg	Germanic	n'ɔ̄gl	nɔ̄gl	4	n ɔ̄ g - l - - - -
02.0.047	Schwanberg	Germanic	n'ɔ̄gl	nɔ̄gl	4	n ɔ̄ g - l - - - -
02.0.048	Halbenrain	Germanic	n'ɔ̄gl	nɔ̄gl	4	n ɔ̄ g - l - - - -
02.1.101	Großwarasdorf	Slavic	tʃa̍val	tʃa̩val	5	t ʃ a̩ v a l
02.1.102	Ludmannsdorf	Slavic	ʒǝRɑ̄̍bl̩	ʒǝRɑ̩̄bl̩	6	ʒ ǝ R ɑ̩̄ b l̩
03.1.101	Fontenoy	Romance	klu	klu	7	k l - - u
03.1.102	Pâturages	Romance	klu	klu	7	k l - - u
03.1.103	Jamioulx	Romance	klu	klu	7	k l - - u
03.1.104	Jauchelette	Romance	klu	klu	7	k l - - u
03.1.105	Spontin	Romance	klu	klu	7	k l - - u
03.1.106	Flémalle-Haute	Romance	kla	kla	7	k l a - -
03.1.107	Francorchamps	Romance	kla	kla	7	k l a - -
03.1.108	Tillet	Romance	kla	kla	7	k l a - -
03.1.108	Tillet	Romance	pɔ̃t	pɔ̃t	108	p ɔ̃ - t -
03.1.109	Buzenol	Romance	klu	klu	7	k l - - u
06.0.001	Sísamo	Romance	kr'Aβo	krAβo	7	k r A β o
06.0.002	Aranga	Romance	kr'Aβo	krAβo	7	k r A β o
06.0.002	Aranga	Romance	kl'Aβo	klAβo	7	k l A β o
06.0.003	Cervo	Romance	kr'Aβo	krAβo	7	k r A β o
06.0.003	Cervo	Romance	kl'Aβo	klAβo	7	k l A β o
06.0.004	Taramundi	Romance	kr'Aβo	krAβo	7	k r A β o
06.0.004	Taramundi	Romance	kl'Aβo	klAβo	7	k l A β o
06.0.005	Leitariegos	Romance	kl'AβΩ	klAβΩ	7	k l A β Ω
06.0.006	Muros de Nalón	Romance	p'untA	puntA	108	p u n t A
06.0.006	Muros de Nalón	Romance	kl'AβΩ	klAβΩ	7	k l A β Ω
06.0.007	Pola de Laviana	Romance	kl'AβΩ	klAβΩ	7	k l A β Ω
06.0.007	Pola de Laviana	Romance	p'untA	puntA	108	p u n t A
06.0.008	Sotres	Romance	kl'Aβu	klAβu	7	k l A β u
06.0.009	Lores	Romance	kl'Aβo	klAβo	7	k l A β o
06.0.010	Oreña	Romance	kl'Aβo	klAβo	7	k l A β o
06.0.011	Campo de Suso	Romance	kl'Aβo	klAβo	7	k l A β o
06.0.012	Laredo	Romance	kl'Aβo	klAβo	7	k l A β o
06.0.013	Villasana de Mena	Romance	kl'Aβo	klAβo	7	k l A β o
06.0.017	Vera de Bidasoa	Romance	kl'Aβo	klAβo	7	k l A β o
06.0.018	Carnota	Romance	kr'Aβo	krAβo	7	k r A β o
06.0.018	Carnota	Romance	kl'Aβo	klAβo	7	k l A β o
06.0.019	O Grove	Romance	kl'Aβo	klAβo	7	k l A β o
06.0.020	Avión	Romance	kl'Aβo	klAβo	7	k l A β o
06.0.021	Agolada	Romance	kl'Aβo	klAβo	7	k l A β o
06.0.022	Ríocaldo	Romance	kl'Aβo	klAβo	7	k l A β o
06.0.023	Vilarino Frío	Romance	kr'Aβo	krAβo	7	k r A β o
